17-06-2026,11:28:46,84,87,103
26-06-2017,11:28:46,84,87,103
26-06-2017,11:28:47,84,87,103
26-06-2017,11:28:00,63,103,70
26-06-2017,11:28:00,83,86,103
26-06-2017,11:28:00,83,86,103
26-06-2017,11:28:00,83,85,103
26-06-2017,11:28:00,83,84,103
26-06-2017,11:28:00,83,85,103
26-06-2017,11:28:00,83,86,103
26-06-2017,11:28:00,84,86,103
26-06-2017,11:28:00,83,88,103
26-06-2017,11:28:00,84,87,103
26-06-2017,11:28:00,83,87,103
26-06-2017,11:28:00,83,88,103
26-06-2017,11:28:00,83,87,103
26-06-2017,11:28:00,83,86,103
26-06-2017,11:28:00,83,87,57
26-06-2017,11:28:01,83,86,103
26-06-2017,11:28:01,83,85,103
26-06-2017,11:28:01,84,85,103
26-06-2017,11:28:01,83,103,87
26-06-2017,11:28:01,83,87,103
26-06-2017,11:28:01,84,85,103
26-06-2017,11:28:01,83,86,103
26-06-2017,11:28:01,83,87,103
26-06-2017,11:28:01,83,86,103
26-06-2017,11:28:01,84,86,103
26-06-2017,11:28:01,83,87,103
26-06-2017,11:28:01,83,87,103
26-06-2017,11:28:01,84,87,103
26-06-2017,11:28:01,83,87,103
26-06-2017,11:28:01,83,88,103
26-06-2017,11:28:02,83,87,103
26-06-2017,11:28:02,83,86,103
26-06-2017,11:28:02,83,88,103
26-06-2017,11:28:02,84,87,103
26-06-2017,11:28:02,83,87,103
26-06-2017,11:28:02,83,87,103
26-06-2017,11:28:02,83,85,103
26-06-2017,11:28:02,84,86,103
26-06-2017,11:28:02,83,89,103
26-06-2017,11:28:02,83,87,103
26-06-2017,11:28:02,83,87,103
26-06-2017,11:28:02,83,87,103
26-06-2017,11:28:02,83,89,103
26-06-2017,11:28:02,83,85,103
26-06-2017,11:28:02,83,85,103
26-06-2017,11:28:03,83,85,103
26-06-2017,11:28:03,83,86,103
26-06-2017,11:28:03,84,87,103
26-06-2017,11:28:03,83,86,103
26-06-2017,11:28:03,83,87,103
26-06-2017,11:28:03,84,87,103
26-06-2017,11:28:03,83,85,103
