26-06-2017,11:28:00,83,103,103
26-06-2017,11:28:00,83,103,103
26-06-2017,11:28:00,83,103,103
26-06-2017,11:28:00,83,103,103
26-06-2017,11:28:00,84,103,103
26-06-2017,11:28:00,83,103,103
26-06-2017,11:28:00,84,103,103
26-06-2017,11:28:00,83,103,103
26-06-2017,11:28:00,84,103,103
26-06-2017,11:28:00,84,103,103
26-06-2017,11:28:00,84,103,103
26-06-2017,11:28:00,84,103,103
26-06-2017,11:28:00,84,103,103
26-06-2017,11:28:00,84,103,103
26-06-2017,11:28:00,84,103,103
26-06-2017,11:28:01,84,103,103
26-06-2017,11:28:01,84,103,103
26-06-2017,11:28:01,84,103,103
26-06-2017,11:28:01,83,103,103
26-06-2017,11:28:01,83,103,103
26-06-2017,11:28:01,83,103,103
26-06-2017,11:28:01,84,103,103
26-06-2017,11:28:01,83,103,103
26-06-2017,11:28:01,84,103,103
26-06-2017,11:28:01,84,103,103
26-06-2017,11:28:01,83,103,103
26-06-2017,11:28:01,83,103,103
26-06-2017,11:28:01,84,103,103
26-06-2017,11:28:01,84,103,103
26-06-2017,11:28:01,84,103,103
26-06-2017,11:28:02,84,103,103
26-06-2017,11:28:02,83,103,103
26-06-2017,11:28:02,83,103,103
26-06-2017,11:28:02,83,103,103
26-06-2017,11:28:02,83,103,103
26-06-2017,11:28:02,84,103,103
26-06-2017,11:28:02,84,103,103
26-06-2017,11:28:02,84,103,103
26-06-2017,11:28:02,84,103,103
26-06-2017,11:28:02,83,103,103
26-06-2017,11:28:02,83,103,103
26-06-2017,11:28:02,84,103,103
26-06-2017,11:28:02,83,103,103
26-06-2017,11:28:02,83,103,103
26-06-2017,11:28:03,83,103,22
26-06-2017,11:28:03,83,103,12
26-06-2017,11:28:03,83,103,12
26-06-2017,11:28:03,84,103,17
26-06-2017,11:28:03,83,28,103
26-06-2017,11:28:03,84,103,103
26-06-2017,11:28:03,84,103,103
26-06-2017,11:28:03,83,103,103
26-06-2017,11:28:03,86,103,103
26-06-2017,11:28:03,103,103,103
26-06-2017,11:28:03,103,103,103
26-06-2017,11:28:03,103,103,103
26-06-2017,11:28:03,84,103,103
26-06-2017,11:28:03,84,103,103
26-06-2017,11:28:03,84,103,103
26-06-2017,11:28:04,83,103,103
26-06-2017,11:28:04,83,103,28
26-06-2017,11:28:04,83,103,16
26-06-2017,11:28:04,84,103,103
26-06-2017,11:28:04,83,103,103
26-06-2017,11:28:04,83,103,103
26-06-2017,11:28:04,83,103,103
26-06-2017,11:28:04,83,103,103
26-06-2017,11:28:04,83,103,103
26-06-2017,11:28:04,84,103,103
26-06-2017,11:28:04,85,103,103
26-06-2017,11:28:04,103,103,103
26-06-2017,11:28:04,103,103,103
26-06-2017,11:28:04,103,103,103
26-06-2017,11:28:04,103,103,103
26-06-2017,11:28:05,103,92,103
26-06-2017,11:28:05,85,103,103
26-06-2017,11:28:05,83,103,103
26-06-2017,11:28:05,83,103,103
26-06-2017,11:28:05,83,103,103
26-06-2017,11:28:05,83,103,103
26-06-2017,11:28:05,83,103,103
26-06-2017,11:28:05,83,103,103
26-06-2017,11:28:05,84,103,103
26-06-2017,11:28:05,83,103,103
26-06-2017,11:28:05,84,103,103
26-06-2017,11:28:05,84,103,103
26-06-2017,11:28:05,83,103,103
26-06-2017,11:28:05,84,103,103
26-06-2017,11:28:06,83,103,103
26-06-2017,11:28:06,83,103,103
26-06-2017,11:28:06,84,103,103
26-06-2017,11:28:06,84,103,103
26-06-2017,11:28:06,84,103,103
26-06-2017,11:28:06,83,103,103
26-06-2017,11:28:06,83,103,103
26-06-2017,11:28:06,84,103,103
26-06-2017,11:28:06,84,103,103
26-06-2017,11:28:06,84,103,88
26-06-2017,11:28:06,83,103,89
26-06-2017,11:28:06,84,103,89
26-06-2017,11:28:06,84,103,88
26-06-2017,11:28:06,84,103,88
26-06-2017,11:28:06,83,103,89
26-06-2017,11:28:07,84,103,88
26-06-2017,11:28:07,84,103,89
26-06-2017,11:28:07,83,103,103
26-06-2017,11:28:07,84,103,103
26-06-2017,11:28:07,84,103,103
26-06-2017,11:28:07,84,103,103
26-06-2017,11:28:07,83,103,103
26-06-2017,11:28:07,83,103,103
26-06-2017,11:28:07,84,103,103
26-06-2017,11:28:07,84,103,103
26-06-2017,11:28:07,90,103,103
26-06-2017,11:28:07,103,103,103
26-06-2017,11:28:07,19,103,103
26-06-2017,11:28:07,27,103,103
26-06-2017,11:28:07,28,103,103
26-06-2017,11:28:08,28,103,103
26-06-2017,11:28:08,85,103,103
26-06-2017,11:28:08,83,103,103
26-06-2017,11:28:08,84,28,103
26-06-2017,11:28:08,84,103,103
26-06-2017,11:28:08,84,103,34
26-06-2017,11:28:08,84,103,32
26-06-2017,11:28:08,84,103,32
26-06-2017,11:28:08,84,103,36
26-06-2017,11:28:08,85,103,103
26-06-2017,11:28:08,103,103,27
26-06-2017,11:28:08,11,103,103
26-06-2017,11:28:08,103,103,103
26-06-2017,11:28:08,25,103,103
26-06-2017,11:28:08,26,103,103
26-06-2017,11:28:09,83,103,103
26-06-2017,11:28:09,84,103,103
26-06-2017,11:28:09,84,103,68
26-06-2017,11:28:09,84,103,65
26-06-2017,11:28:09,84,103,65
26-06-2017,11:28:09,84,103,103
26-06-2017,11:28:09,84,103,22
26-06-2017,11:28:09,83,103,19
26-06-2017,11:28:09,84,103,19
26-06-2017,11:28:09,84,103,103
26-06-2017,11:28:09,83,103,103
26-06-2017,11:28:09,84,103,103
26-06-2017,11:28:09,84,103,103
26-06-2017,11:28:09,83,103,103
26-06-2017,11:28:10,83,103,103
26-06-2017,11:28:10,83,103,103
26-06-2017,11:28:10,83,103,103
26-06-2017,11:28:10,84,103,103
26-06-2017,11:28:10,84,103,103
26-06-2017,11:28:10,83,103,103
26-06-2017,11:28:10,83,103,103
26-06-2017,11:28:10,84,103,103
26-06-2017,11:28:10,83,103,103
26-06-2017,11:28:10,84,103,103
26-06-2017,11:28:10,83,103,103
26-06-2017,11:28:10,83,103,103
26-06-2017,11:28:10,83,103,103
26-06-2017,11:28:10,83,103,103
26-06-2017,11:28:10,83,103,103
26-06-2017,11:28:11,83,103,103
26-06-2017,11:28:11,83,103,103
26-06-2017,11:28:11,83,103,103
26-06-2017,11:28:11,83,103,103
26-06-2017,11:28:11,84,103,64
26-06-2017,11:28:11,83,103,63
26-06-2017,11:28:11,83,103,63
26-06-2017,11:28:11,83,103,103
26-06-2017,11:28:11,83,103,103
26-06-2017,11:28:11,83,103,103
26-06-2017,11:28:11,83,103,13
26-06-2017,11:28:11,83,103,11
26-06-2017,11:28:11,83,103,20
26-06-2017,11:28:11,83,103,21
26-06-2017,11:28:11,83,103,103
26-06-2017,11:28:12,83,103,22
26-06-2017,11:28:12,84,103,103
26-06-2017,11:28:12,83,103,103
26-06-2017,11:28:12,83,103,103
26-06-2017,11:28:12,85,103,103
26-06-2017,11:28:12,20,103,103
26-06-2017,11:28:12,10,103,103
26-06-2017,11:28:12,10,103,103
26-06-2017,11:28:12,103,103,103
26-06-2017,11:28:12,84,103,26
26-06-2017,11:28:12,84,103,103
26-06-2017,11:28:12,84,103,27
26-06-2017,11:28:12,83,103,103
26-06-2017,11:28:12,83,103,27
26-06-2017,11:28:12,83,18,103
26-06-2017,11:28:13,83,103,103
26-06-2017,11:28:13,61,103,103
26-06-2017,11:28:13,83,103,103
26-06-2017,11:28:13,85,103,103
26-06-2017,11:28:13,103,103,103
26-06-2017,11:28:13,16,103,103
26-06-2017,11:28:13,17,103,103
26-06-2017,11:28:13,103,103,103
26-06-2017,11:28:13,103,103,103
26-06-2017,11:28:13,103,103,103
26-06-2017,11:28:13,84,103,103
26-06-2017,11:28:13,83,103,103
26-06-2017,11:28:13,83,103,103
26-06-2017,11:28:13,83,103,103
26-06-2017,11:28:13,83,103,103
26-06-2017,11:28:14,83,103,103
26-06-2017,11:28:14,83,103,103
26-06-2017,11:28:14,83,103,103
26-06-2017,11:28:14,83,103,103
26-06-2017,11:28:14,83,103,103
26-06-2017,11:28:14,83,103,103
26-06-2017,11:28:14,84,103,103
26-06-2017,11:28:14,84,103,103
26-06-2017,11:28:14,83,103,103
26-06-2017,11:28:14,84,103,103
26-06-2017,11:28:14,83,103,103
26-06-2017,11:28:14,83,103,103
26-06-2017,11:28:14,83,103,103
26-06-2017,11:28:14,84,103,103
26-06-2017,11:28:15,83,103,103
26-06-2017,11:28:15,83,103,103
